term_id,canonical_term,scope,publication_class,source_count
WG-0503,Command Dice Pool,Generic concept,generic design concept,1
WG-0504,Faction Order,Generic concept,generic design concept,1
WG-0505,Boosted Ability,Generic concept,generic design concept,1
WG-0506,Rift Die,System-specific,game-specific label,1
WG-0507,Active Rift Die,System-specific,game-specific label,1
WG-0508,Surging Rift Die,System-specific,game-specific label,1
WG-0509,Exhausted Rift Die,System-specific,game-specific label,1
WG-0510,Rift Unit,System-specific,game-specific label,1
WG-0511,Guts,System-specific,game-specific label,1
WG-0512,Rift Mastery,System-specific,game-specific label,1
WG-0513,Luck,Generic concept,generic design concept,1
WG-0514,Heroic Stat,System-specific concept,game-specific label,1
WG-0515,Corrosive X,System-specific,game-specific label,1
WG-0516,Crush,System-specific,game-specific label,1
WG-0517,Gravity Pulse,System-specific,game-specific label,1
WG-0518,Hyper Velocity,System-specific,game-specific label,1
WG-0519,Shockwave,Generic label with system-specific procedure,game-specific label,1
WG-0520,Tesla Arc X,System-specific,game-specific label,1
WG-0521,Overload Mode,Generic concept,generic design concept,1
WG-0522,Massive Damage,Generic concept,generic design concept,1
WG-0523,Top Armour,Generic vehicle concept,generic design concept,2
WG-0524,Advantage Level,"System-specific label, generic aerial concept",game-specific label,2
WG-0525,Advantaged State,System-specific,game-specific label,1
WG-0526,Neutral Advantage State,System-specific,game-specific label,2
WG-0527,Disadvantaged State,System-specific,game-specific label,2
WG-0528,Burn Advantage,System-specific,game-specific label,1
WG-0529,Outmanoeuvre,"System-specific label, generic concept",game-specific label,2
WG-0530,Climb Action,Generic aerial concept,generic design concept,1
WG-0531,Dive Action,Generic aerial concept,generic design concept,1
WG-0532,Tailing,Generic aerial concept,generic design concept,2
WG-0533,Head-On Attack,Generic aerial concept,generic design concept,1
WG-0534,Deflection Shot,Generic aerial concept,generic design concept,1
WG-0535,Dodge,Generic,generic design concept,1
WG-0536,Boom Chit,System-specific,game-specific label,1
WG-0537,Pilot Skill,Generic aerial concept,generic design concept,1
WG-0538,Aircraft Agility,Generic aerial concept,generic design concept,2
WG-0539,Aircraft Firepower,Generic aerial concept,generic design concept,1
WG-0540,Turret Firepower,Generic aerial concept,generic design concept,1
WG-0541,Zoom Marker,System-specific,game-specific label,1
WG-0542,Multi-Engine Aircraft,Generic aerial classification,generic design concept,1
WG-0543,Break Off,Generic,generic design concept,1
WG-0544,Action Deck,Generic card-driven concept,generic design concept,1
WG-0545,Doctrine Card,Generic concept,generic design concept,1
WG-0546,Flank Speed,Generic naval term,generic design concept,1
WG-0547,Hull,Generic,generic design concept,1
WG-0548,Crew Quality,Generic,generic design concept,1
WG-0549,Crew Quality Check,Generic naval concept,generic design concept,1
WG-0550,Critical Level,Generic naval/vehicle concept,generic design concept,1
WG-0551,Devastating Critical,Generic concept,generic design concept,1
WG-0552,Beyond the Horizon,Generic naval concept,generic design concept,1
WG-0553,Fan Salvo,Generic,generic design concept,1
WG-0554,Attack Dice,Generic,generic design concept,1
WG-0555,Damage Dice,Generic naval concept,generic design concept,1
WG-0556,Point-Blank Range,Generic,generic design concept,1
WG-0557,AA Battery,Generic,generic design concept,1
WG-0558,Depth Charge,Generic,generic design concept,1
WG-0559,Dual Purpose,Generic,generic design concept,1
WG-0560,One-Shot,Generic,generic design concept,1
WG-0561,Wakeless,"System-specific label, generic concept",game-specific label,1
WG-0562,Restricted,Generic,generic design concept,1
WG-0563,Local X,System-specific,game-specific label,1
WG-0564,Radar,Generic,generic design concept,1
WG-0565,Torpedo Belt,Generic naval concept,generic design concept,1
WG-0566,Refit,Generic historical concept,historical/common terminology,1
WG-0567,Slow Speed,Generic naval concept,generic design concept,1
WG-0568,Combat Speed,Generic naval concept,generic design concept,1
WG-0569,Full Speed,Generic,generic design concept,1
WG-0570,Wake Marker,"System-specific label, generic concept",game-specific label,1
WG-0571,Collision,Generic,generic design concept,1
WG-0572,Maneuver Card,Generic programmed-movement concept,generic design concept,2
WG-0573,Ship Log,System-specific,game-specific label,1
WG-0574,Time to React,"System-specific label, generic concept",game-specific label,1
WG-0575,Veer,System-specific,game-specific label,1
WG-0576,Taken Aback,Generic Age-of-Sail concept,generic design concept,1
WG-0577,Raking Fire,Generic historical naval concept,historical/common terminology,1
WG-0578,Broadside,Generic naval term,generic design concept,1
WG-0579,Reloading Phase,Generic concept,generic design concept,1
WG-0580,Ammunition Type,Generic,generic design concept,1
WG-0581,Ball Shot,Generic historical term,historical/common terminology,1
WG-0582,Chain Shot,Generic historical term,historical/common terminology,1
WG-0583,Grapeshot,Generic historical term,historical/common terminology,1
WG-0584,Sail Status,Generic historical concept,historical/common terminology,1
WG-0585,Backing Sails,Generic historical concept,historical/common terminology,1
WG-0586,Struck Sails,Generic historical concept,historical/common terminology,1
WG-0587,Entanglement,Generic,generic design concept,1
WG-0588,Altitude,Generic aerial concept,generic design concept,2
WG-0589,Climb Rate,Generic aerial concept,generic design concept,1
WG-0590,Maximum Altitude,Generic,generic design concept,1
WG-0591,Damage Card,Generic concept,generic design concept,1
WG-0592,Special Damage,Generic,generic design concept,1
WG-0593,Ace Ability,Generic,generic design concept,2
WG-0594,Airplane Console,"System-specific label, generic concept",game-specific label,1
WG-0595,Altitude Stand,Generic aerial component,generic design concept,1
WG-0596,Tactical Move,Generic modern-armour concept,generic design concept,1
WG-0597,Cross,"System-specific label, generic concept",game-specific label,1
WG-0598,Cross Check,"System-specific label, generic concept",game-specific label,2
WG-0599,Halted Rate of Fire,Generic concept,generic design concept,1
WG-0600,Moving Rate of Fire,Generic concept,generic design concept,1
WG-0601,Courage,Generic military concept,generic design concept,1
WG-0602,Counterattack Rating,"System-specific label, generic concept",game-specific label,1
WG-0603,Remount,Generic armour-game concept,generic design concept,1
WG-0604,Motivation,Generic concept,generic design concept,1
WG-0605,Is Hit On,Generic design concept,generic design concept,1
WG-0606,Front Armour,Generic,generic design concept,1
WG-0607,Side Armour,Generic,generic design concept,1
WG-0608,Spearhead Deployment,"System-specific label, generic concept",game-specific label,1
WG-0609,Formation,Generic with multiple senses,generic design concept,1
WG-0610,Formation HQ,Generic,generic design concept,1
WG-0611,Good Spirits,System-specific,game-specific label,1
WG-0612,Last Stand,Generic concept,generic design concept,1
WG-0613,Blitz Move,System-specific,game-specific label,1
WG-0614,Dig In,Generic,generic design concept,1
WG-0615,Gone to Ground,"System-specific label, generic concept",game-specific label,1
WG-0616,Range In,Generic,generic design concept,1
WG-0617,Observer Team,Generic military concept,generic design concept,1
WG-0618,Artillery Bombardment,Generic,generic design concept,1
WG-0619,Smoke Bombardment,Generic,generic design concept,1
WG-0620,Minefield,Generic,generic design concept,1
WG-0621,Mine Clearing,Generic,generic design concept,1
WG-0622,Deep Reserves,"System-specific label, generic concept",game-specific label,1
WG-0623,Scattered Reserves,Generic concept,generic design concept,1
WG-0624,Delayed Reserves,Generic,generic design concept,1
WG-0625,Meeting Engagement,Generic,generic design concept,1
WG-0626,Preplanned Artillery Target,Generic,generic design concept,1
WG-0627,HEAT Ammunition,Generic military term,generic design concept,1
WG-0628,Laser Rangefinder,Generic military term,generic design concept,1
WG-0629,Stabiliser,Generic,generic design concept,1
WG-0630,Thermal Imaging,Generic,generic design concept,1
WG-0631,Bailed Out,Generic armour-game concept,generic design concept,1
WG-0632,Initiative Marker,"System-specific label, generic concept",game-specific label,1
WG-0633,Radio Check,Generic,generic design concept,1
WG-0634,Buttoned Up,Generic armour term,generic design concept,1
WG-0635,Unbuttoned,Generic armour term,generic design concept,1
WG-0636,Movement Order,Generic vehicle concept,generic design concept,1
WG-0637,Forward Order,System-specific,game-specific label,1
WG-0638,Reverse Order,System-specific,game-specific label,1
WG-0639,Halt Order,System-specific,game-specific label,1
WG-0640,Tactical Action,Generic concept,generic design concept,1
WG-0641,Movement Action,Generic,generic design concept,1
WG-0642,Crew Test,Generic,generic design concept,1
WG-0643,Scoot,System-specific,game-specific label,1
WG-0644,Stamina Threshold,"System-specific label, generic concept",game-specific label,1
WG-0645,Shaken,Generic,generic design concept,1
WG-0646,Combat Break Test,Generic concept,generic design concept,1
WG-0647,Morale Save,System-specific semantic use,game-specific label,1
WG-0648,Give Ground,Generic,generic design concept,1
WG-0649,Give Ground in Good Order,Generic concept,generic design concept,1
WG-0650,Disordered,Generic,generic design concept,1
WG-0651,Combat Support,Generic mass-battle concept,generic design concept,1
WG-0652,Support Dice,Generic,generic design concept,1
WG-0653,Clash Value,"System-specific label, generic concept",game-specific label,1
WG-0654,Sustained Value,"System-specific label, generic concept",game-specific label,1
WG-0655,Follow Up,Generic,generic design concept,1
WG-0656,Open Order,Generic historical concept,historical/common terminology,1
WG-0657,Pike Block,Generic historical term,historical/common terminology,1
WG-0658,Division Break,Generic,generic design concept,1
WG-0659,Resist,Generic concept,generic design concept,1
WG-0660,Strike Value,Generic concept,generic design concept,1
WG-0661,Recovery Test,Generic,generic design concept,1
WG-0662,Exchange of Missiles,"System-specific label, generic concept",game-specific label,1
WG-0663,Berserk,Generic,generic design concept,1
WG-0664,Blundering,"System-specific label, generic concept",game-specific label,1
WG-0665,Challenge,Generic,generic design concept,1
WG-0666,Choking,"System-specific label, generic concept",game-specific label,1
WG-0667,Command Stat,Generic,generic design concept,2
WG-0668,Dread,Generic fantasy concept,generic design concept,1
WG-0669,Disciplined,Generic,generic design concept,1
WG-0670,Ferocious Charge,Generic,generic design concept,1
WG-0671,Frenzied Charge,Generic,generic design concept,1
WG-0672,Follow,"System-specific label, generic concept",game-specific label,1
WG-0673,Monstrosity Dice,"System-specific label, generic concept",game-specific label,1
WG-0674,Overhead Fire,Generic,generic design concept,2
WG-0675,Pavise,Generic historical concept,historical/common terminology,1
WG-0676,Rapid Sprint,System-specific,game-specific label,1
WG-0677,Shieldwall,Generic,generic design concept,1
WG-0678,Stampede,Generic,generic design concept,1
WG-0679,Stubborn,Generic,generic design concept,1
WG-0680,Terror,Generic fantasy concept,generic design concept,1
WG-0681,Unstoppable Shot,Generic concept,generic design concept,1
WG-0682,Venomous,Generic,generic design concept,1
WG-0683,Zealous,Generic,generic design concept,1
WG-0684,Woodsman,Generic,generic design concept,1
WG-0685,Zombie Master,System-specific,game-specific label,1
WG-0686,Caster X,Generic fantasy concept,generic design concept,2
WG-0687,Fear X,Generic fantasy concept,generic design concept,1
WG-0688,Fearless,Generic,generic design concept,1
WG-0689,Furious,Generic,generic design concept,1
WG-0690,Lance,Generic,generic design concept,1
WG-0691,Relentless,Generic,generic design concept,1
WG-0692,Entrenched,Generic,generic design concept,1
WG-0693,Aim Token,"System-specific label, generic concept",game-specific label,1
WG-0694,Dodge Token,"System-specific label, generic concept",game-specific label,1
WG-0695,Standby Token,"System-specific label, generic concept",game-specific label,1
WG-0696,Suppression Token,Generic concept,generic design concept,1
WG-0697,Vehicle Damage Token,"System-specific label, generic concept",game-specific label,1
WG-0698,Recover Action,Generic concept,generic design concept,1
WG-0699,Faceup Order Token,System-specific,game-specific label,1
WG-0700,Convert Attack Surges,"System-specific label, generic concept",game-specific label,1
WG-0701,Surge: Hit,System-specific,game-specific label,1
WG-0702,Lethal X,System-specific,game-specific label,1
WG-0703,Precise X,System-specific,game-specific label,1
WG-0704,Coordinate,Generic concept with system label,generic design concept,1
WG-0705,Retinue,Generic concept,generic design concept,1
WG-0706,Target X,System-specific,game-specific label,1
WG-0707,Demoralize X,"System-specific label, generic concept",game-specific label,1
WG-0708,Compel,System-specific,game-specific label,1
WG-0709,Ram X,"System-specific label, generic concept",game-specific label,1
WG-0710,Command Card,Generic concept,generic design concept,1
WG-0711,Operative,"System-specific label, generic concept",game-specific label,1
WG-0712,Commander,Generic,generic design concept,1
WG-0713,Wound,Generic,generic design concept,1
WG-0714,Exhausted Upgrade,Generic concept,generic design concept,1
WG-0715,Unit Strength,Generic concept,generic design concept,1
WG-0716,Steady,Generic concept,generic design concept,1
WG-0717,Nerve Test,"System-specific label, generic concept",game-specific label,1
WG-0718,Wavering Limit,"System-specific label, generic concept",game-specific label,1
WG-0719,Routing Limit,"System-specific label, generic concept",game-specific label,1
WG-0720,Devastated,"System-specific label, generic concept",game-specific label,1
WG-0721,Counter Charge,Generic concept,generic design concept,1
WG-0722,Sidestep,Generic concept,generic design concept,1
WG-0723,Back Order,Generic concept,generic design concept,1
WG-0724,Ensnare,"System-specific label, generic concept",game-specific label,1
WG-0725,Shambling,Generic fantasy concept,generic design concept,1
WG-0726,Change Facing,Generic,generic design concept,1
WG-0727,Weight Class,Generic concept,generic design concept,1
WG-0728,Element,Generic concept,generic design concept,1
WG-0729,Base To-Hit,Generic concept,generic design concept,1
WG-0730,Armour/Structure,Generic concept,generic design concept,1
WG-0731,Special Ability,Generic,generic design concept,1
WG-0732,Short Range Damage,Generic design concept,generic design concept,1
WG-0733,Medium Range Damage,Generic design concept,generic design concept,1
WG-0734,Long Range Damage,Generic design concept,generic design concept,1
WG-0735,Energy Weapon,Generic sci-fi concept,generic design concept,1
WG-0736,CASE,System-specific,game-specific label,1
WG-0737,Order Pool,"System-specific label, generic concept",game-specific label,1
WG-0738,Regular Order,"System-specific label, generic concept",game-specific label,1
WG-0739,Irregular Order,"System-specific label, generic concept",game-specific label,1
WG-0740,Lieutenant Special Order,System-specific,game-specific label,1
WG-0741,Combat Group,Generic concept,generic design concept,1
WG-0742,Reactive Player,Generic concept,generic design concept,1
WG-0743,ARO,"System-specific label, generic concept",game-specific label,1
WG-0744,Order Expenditure Sequence,"System-specific label, generic concept",game-specific label,1
WG-0745,Face to Face Roll,"System-specific label, generic concept",game-specific label,1
WG-0746,Normal Roll,Generic concept,generic design concept,1
WG-0747,Success Value,Generic concept,generic design concept,1
WG-0748,Open Information,Generic concept,generic design concept,1
WG-0749,Private Information,Generic concept,generic design concept,1
WG-0750,Courtesy List,"System-specific label, generic concept",game-specific label,1
WG-0751,Loss of Lieutenant,"System-specific label, generic concept",game-specific label,1
WG-0752,Retreat!,"System-specific label, generic concept",game-specific label,1
WG-0753,Null State,Generic concept,generic design concept,1
WG-0754,Camouflaged State,"System-specific label, generic concept",game-specific label,1
WG-0755,Hidden Deployment,Generic concept,generic design concept,1
WG-0756,Discover,Generic concept,generic design concept,1
WG-0757,Reset,Generic concept,generic design concept,1
WG-0758,Hacking Area,"System-specific label, generic concept",game-specific label,1
WG-0759,Repeater,Generic sci-fi concept,generic design concept,1
WG-0760,Deployable Repeater,"System-specific label, generic concept",game-specific label,1
WG-0761,Targeted State,Generic concept,generic design concept,1
WG-0762,Isolated State,Generic concept,generic design concept,1
WG-0763,Suppressive Fire State,Generic concept,generic design concept,1
WG-0764,Intuitive Attack,"System-specific label, generic concept",game-specific label,1
WG-0765,Cautious Movement,Generic concept,generic design concept,1
WG-0766,Forward Observer,Generic concept,generic design concept,1
WG-0767,Coordinated Order,Generic concept,generic design concept,1
WG-0768,Command Token,Generic concept,generic design concept,1
WG-0769,Minimum Speed,Generic concept,generic design concept,1
WG-0770,Maximum Speed,Generic,generic design concept,1
WG-0771,Lateral Engines,"System-specific label, generic concept",game-specific label,1
WG-0772,Slowed,Generic concept,generic design concept,1
WG-0773,Generator Effect Token,"System-specific label, generic concept",game-specific label,1
WG-0774,Action Dice,Generic concept,generic design concept,1
WG-0775,Standard Strike,"System-specific label, generic concept",game-specific label,1
WG-0776,Heavy Strike,"System-specific label, generic concept",game-specific label,1
WG-0777,Exploding Strike,"System-specific label, generic concept",game-specific label,1
WG-0778,Disorder,Generic concept,generic design concept,1
WG-0779,Repair Roll,Generic concept,generic design concept,1
WG-0780,Reserve Roll,Generic concept,generic design concept,1
WG-0781,Broadside Roll,"System-specific label, generic concept",game-specific label,1
WG-0782,Critical Damage Effect,Generic concept,generic design concept,1
WG-0783,Anti-Ship,Generic concept,generic design concept,1
WG-0784,Anti-Squadron,Generic concept,generic design concept,1
WG-0785,Boarding Pod,Generic sci-fi concept,generic design concept,1
WG-0786,Boarding Marker,Generic concept,generic design concept,1
WG-0787,Anti-Ship Weapon Role,Generic design concept,generic design concept,1
WG-0788,Twin-Fire,"System-specific label, generic concept",game-specific label,1
WG-0789,Rogue Squadron,Generic concept,generic design concept,1
WG-0790,Scan,"System-specific label, generic concept",game-specific label,1
WG-0791,Signature,Generic concept,generic design concept,1
WG-0792,Minor Spike,System-specific,game-specific label,1
WG-0793,Major Spike,System-specific,game-specific label,1
WG-0794,Silent Running,Generic concept with system label,generic design concept,1
WG-0795,Active Scan,Generic concept,generic design concept,1
WG-0796,Weapons Free,Generic concept,generic design concept,1
WG-0797,Station Keeping,Generic concept,generic design concept,1
WG-0798,Course Change,Generic concept,generic design concept,1
WG-0799,Max Thrust,Generic concept,generic design concept,1
WG-0800,Orbital Layer,Generic design concept,generic design concept,1
WG-0801,Close Action,"System-specific label, generic concept",game-specific label,1
WG-0802,Point Defence,Generic,generic design concept,1
WG-0803,Launch Asset,Generic concept,generic design concept,1
WG-0804,Troop Quality,Generic concept,generic design concept,1
WG-0805,Confidence Level,Generic concept,generic design concept,1
WG-0806,Supply Level,Generic concept,generic design concept,1
WG-0807,Reaction Test,Generic concept,generic design concept,1
WG-0808,Initiative Level,Generic concept,generic design concept,1
WG-0809,Patrol Phase,"System-specific label, generic concept",game-specific label,1
WG-0810,Patrol Marker,System-specific,game-specific label,1
WG-0811,Jump-Off Point,"System-specific label, generic concept",game-specific label,1
WG-0812,Command Dice,Generic concept,generic design concept,1
WG-0813,Chain of Command Point,System-specific,game-specific label,1
WG-0814,Support Points,Generic concept,generic design concept,1
WG-0815,Force Morale,Generic concept,generic design concept,1
WG-0816,Suppressing Fire,Generic,generic design concept,1
WG-0817,Stunned Leader,Generic concept,generic design concept,1
WG-0818,Replen Point,System-specific,game-specific label,1
WG-0819,ADC,System-specific abstraction,game-specific label,1
WG-0820,Aide-de-Camp,Generic historical concept,historical/common terminology,1
WG-0821,Command Tasking,Generic concept,generic design concept,1
WG-0822,Hesitant,Generic concept,generic design concept,1
WG-0823,Artillery Assault Fire,"System-specific label, generic concept",game-specific label,1
WG-0824,Skirmishers Tasking,"System-specific label, generic concept",game-specific label,1
WG-0825,Battalion,Generic,generic design concept,1
WG-0826,Brigade,Generic,generic design concept,1
WG-0827,Fatigue Point,Generic concept,generic design concept,1
WG-0828,Reload Marker,Generic concept,generic design concept,1
WG-0829,Resolve Test,Generic concept,generic design concept,1
WG-0830,Strike Point,"System-specific label, generic concept",game-specific label,1
WG-0831,Strike Test,"System-specific label, generic concept",game-specific label,1
WG-0832,Full Volley,Generic concept,generic design concept,1
WG-0833,Half Volley,Generic concept,generic design concept,1
WG-0834,Push Action,Generic concept,generic design concept,1
WG-0835,Activation Deck,Generic concept,generic design concept,1
WG-0836,Covert,See source provenance,review,1
WG-0837,Detected,See source provenance,review,1
WG-0838,Alert Marker,See source provenance,review,1
WG-0839,Quiet Die,See source provenance,review,1
WG-0840,Noisy Die,See source provenance,review,1
WG-0841,Roving Patrol,See source provenance,review,1
WG-0842,Patrol Route,See source provenance,review,1
WG-0843,Raise the Alarm,See source provenance,review,1
WG-0844,Action Token,See source provenance,review,1
WG-0845,Time Token,See source provenance,review,1
WG-0846,Trauma,See source provenance,review,1
WG-0847,Trauma Roll,See source provenance,review,1
WG-0848,Sneak,See source provenance,review,1
WG-0849,Roving Patrol Move,See source provenance,review,1
WG-0850,Order Card,See source provenance,review,1
WG-0851,Event Card,See source provenance,review,1
WG-0852,Veteran Card,See source provenance,review,1
WG-0853,Patrol Direction,See source provenance,review,1
WG-0854,Detection Threshold,See source provenance,review,1
WG-0855,Variable-Length Bound,Generic design concept,generic design concept,1
WG-0856,Reactive Fire,Generic concept,generic design concept,1
WG-0857,Fire Group Leader,"System-specific label, generic concept",game-specific label,1
WG-0858,Moving Group Leader,"System-specific label, generic concept",game-specific label,1
WG-0859,Unmeasured Movement,Generic design concept,generic design concept,1
WG-0860,Initiative Transfer,Generic design concept,generic design concept,1
WG-0861,Bridge Command,Generic naval concept,generic design concept,1
WG-0862,Flag Command,Generic naval concept,generic design concept,1
WG-0863,Bridge Command Rating,"System-specific label, generic concept",game-specific label,1
WG-0864,Flag Command Rating,"System-specific label, generic concept",game-specific label,1
WG-0865,Crew Rating,Generic concept,generic design concept,1
WG-0866,Damage Control Rating,Generic naval concept,generic design concept,1
WG-0867,Visibility Code,Generic design concept,generic design concept,1
WG-0868,Signal Visibility,Generic concept,generic design concept,1
WG-0869,Operational Reduction,Generic design concept,generic design concept,1
WG-0870,Radar Visibility,Generic concept,generic design concept,1
WG-0871,Target Detection Probability,Generic design concept,generic design concept,1
WG-0872,Searchlight Illumination,Generic concept,generic design concept,1
WG-0873,Speed Loss During Manoeuvre,Generic design concept,generic design concept,1
WG-0874,Impulse Movement Segment,Generic design concept,generic design concept,1
WG-0875,Fire Control System,Generic concept,generic design concept,1
WG-0876,Ammunition Loadout,Generic concept,generic design concept,1
WG-0877,Sea State Code,Generic naval concept,generic design concept,1
WG-0878,Pin Marker,"System-specific label, generic concept",game-specific label,1
WG-0879,LMG,"System-specific label, generic concept",game-specific label,1
WG-0880,MMG,"System-specific label, generic concept",game-specific label,1
WG-0881,HMG,"System-specific label, generic concept",game-specific label,1
WG-0882,SMG,"System-specific label, generic concept",game-specific label,1
WG-0883,Detachment,"System-specific label, generic concept",game-specific label,1
WG-0884,Enhancement,"System-specific label, generic concept",game-specific label,1
WG-0885,Rifle,"System-specific label, generic concept",game-specific label,1
WG-0886,Automatic Rifle,"System-specific label, generic concept",game-specific label,1
WG-0887,Assault Rifle,"System-specific label, generic concept",game-specific label,1
WG-0888,Light Mortar,"System-specific label, generic concept",game-specific label,1
WG-0889,Medium Mortar,"System-specific label, generic concept",game-specific label,1
WG-0890,Heavy Mortar,"System-specific label, generic concept",game-specific label,1
WG-0891,Anti-Tank Rifle,"System-specific label, generic concept",game-specific label,1
WG-0892,Panzerfaust,"System-specific label, generic concept",game-specific label,1
WG-0893,Bazooka,"System-specific label, generic concept",game-specific label,1
WG-0894,PIAT,"System-specific label, generic concept",game-specific label,1
WG-0895,Flamethrower,"System-specific label, generic concept",game-specific label,1
WG-0896,Sniper Rifle,"System-specific label, generic concept",game-specific label,1
WG-0897,Aircraft,"System-specific label, generic concept",game-specific label,1
WG-0898,Interceptor,"System-specific label, generic concept",game-specific label,1
WG-0899,Howitzer,"System-specific label, generic concept",game-specific label,1
WG-0900,Field Gun,"System-specific label, generic concept",game-specific label,1
WG-0901,AA Gun,"System-specific label, generic concept",game-specific label,1
WG-0902,Detachment Points,"System-specific label, generic concept",game-specific label,1
WG-0903,Incursion,"System-specific label, generic concept",game-specific label,1
WG-0904,Strike Force,"System-specific label, generic concept",game-specific label,1
WG-0905,Onslaught,"System-specific label, generic concept",game-specific label,1
WG-0906,Mission Tactics,"System-specific label, generic concept",game-specific label,1
WG-0907,Black Spear Task Force,"System-specific label, generic concept",game-specific label,1
WG-0908,Unit Limit,"System-specific label, generic concept",game-specific label,1
WG-0909,Battleline Doubling,"System-specific label, generic concept",game-specific label,1
WG-0910,Sonar Detection,Generic concept,generic design concept,1
WG-0911,Visual Detection,Generic concept,generic design concept,1
WG-0912,Air Defence Rating,"System-specific label, generic concept",game-specific label,1
WG-0913,Point Defence Rating,"System-specific label, generic concept",game-specific label,1
WG-0914,Air-to-Air Combat Rating,"System-specific label, generic concept",game-specific label,1
WG-0915,Local Air-Combat Range,Generic design concept,generic design concept,1
WG-0916,Area Air-Combat Range,Generic design concept,generic design concept,1
WG-0917,Long-Range Air Combat,Generic design concept,generic design concept,1
WG-0918,Combat Air Patrol,Generic military/game concept,generic design concept,1
WG-0919,Aircraft Defence Rating,Generic design concept,generic design concept,1
WG-0920,ECM Aircraft,Generic concept,generic design concept,1
WG-0921,Jettison Ordnance,Generic concept,generic design concept,1
WG-0922,Release Point,Generic concept,generic design concept,1
WG-0923,Turn Distance,Generic design concept,generic design concept,1
WG-0924,Maximum Height,Generic concept,generic design concept,1
WG-0925,Accident Roll,Generic design concept,generic design concept,1
WG-0926,Disbursement,"System-specific label, generic concept",game-specific label,1
WG-0927,Patrol Aircraft,Generic military/game concept,generic design concept,1
WG-0928,Electronic Support Measures,Generic concept,generic design concept,1
WG-0929,Radar Cross-Section,Generic concept,generic design concept,1
WG-0930,Instrumented Range,Generic technical/game concept,generic design concept,1
WG-0931,Electronic Countermeasures,Generic concept,generic design concept,1
WG-0932,Data Link,Generic concept,generic design concept,1
WG-0933,Non-Acoustic ASW Sensor,Generic concept,generic design concept,1
WG-0934,Unmanned Vehicle,Generic concept,generic design concept,1
WG-0935,Track Quality,"System-specific label, generic concept",game-specific label,1
WG-0936,Targeting Quality,"System-specific label, generic concept",game-specific label,1
WG-0937,Area of Uncertainty,Generic design concept,generic design concept,1
WG-0938,Fire Control Solution,Generic concept,generic design concept,1
WG-0939,Bearing Only Launch,"System-specific label, generic concept",game-specific label,1
WG-0940,Cross-Fix,Generic concept,generic design concept,1
WG-0941,Tactical Data Link,Generic concept,generic design concept,1
WG-0942,Near-Real-Time Data Link,"System-specific label, generic concept",game-specific label,1
WG-0943,Real-Time Data Link,"System-specific label, generic concept",game-specific label,1
WG-0944,Guidance Link,Generic concept,generic design concept,1
WG-0945,Active Sensor,Generic concept,generic design concept,1
WG-0946,Passive Sensor,Generic concept,generic design concept,1
WG-0947,No-Attack Quality,"System-specific label, generic concept",game-specific label,1
WG-0948,Poor Solution,"System-specific label, generic concept",game-specific label,1
WG-0949,Contact Data Sharing,Generic design concept,generic design concept,1
WG-0950,Honour Card,"System-specific label, generic concept",game-specific label,1
WG-0951,Dishonour Card,"System-specific label, generic concept",game-specific label,1
WG-0952,Quest Card,Generic concept,generic design concept,1
WG-0953,Trait Card,Generic concept,generic design concept,1
WG-0954,Skill Card,Generic concept,generic design concept,1
WG-0955,Character Action Token,"System-specific label, generic concept",game-specific label,1
WG-0956,Follower Action Token,"System-specific label, generic concept",game-specific label,1
WG-0957,Fate Token,"System-specific label, generic concept",game-specific label,1
WG-0958,Blood Counter,"System-specific label, generic concept",game-specific label,1
WG-0959,Cautious Token,System-specific label,game-specific label,1
WG-0960,Clan Token,System-specific label,game-specific label,1
WG-0961,Low Supply,"System-specific label, generic concept",game-specific label,1
WG-0962,Isolation,Generic concept,generic design concept,1
WG-0963,Operations Phase,Generic design concept,generic design concept,1
WG-0964,Road Movement,Generic concept,generic design concept,1
WG-0965,Tactical Movement,Generic concept,generic design concept,1
WG-0966,Tipped,"System-specific label, generic concept",game-specific label,1
WG-0967,Un-Tip,System-specific label,game-specific label,1
WG-0968,Contested Square,Generic design concept,generic design concept,1
WG-0969,Combat Grid,Generic design concept,generic design concept,1
WG-0970,Combat Shift,Generic concept,generic design concept,1
WG-0971,Tank Shock,"System-specific label, generic concept",game-specific label,1
WG-0972,Engineering Task,Generic design concept,generic design concept,1
WG-0973,Low Fuel,Generic concept,generic design concept,1
WG-0974,Boat Marker,"System-specific label, generic concept",game-specific label,1
WG-0975,Supply Source,Generic concept,generic design concept,1
WG-0976,Commander Skill,Generic concept,generic design concept,1
WG-0977,Evasion,Generic concept,generic design concept,1
WG-0978,Momentum,"System-specific label, generic concept",game-specific label,1
WG-0979,Interrupt,Generic design concept,generic design concept,1
WG-0980,Intervention,"System-specific label, generic concept",game-specific label,1
WG-0981,Global Order,Generic design concept,generic design concept,1
WG-0982,Force Order,"System-specific label, generic concept",game-specific label,1
WG-0983,Complication,Generic design concept,generic design concept,1
WG-0984,Skirmish Advantage,"System-specific label, generic concept",game-specific label,1
WG-0985,Regulating Base,"System-specific label, generic concept",game-specific label,1
WG-0986,Strong Position,Generic concept,generic design concept,1
WG-0987,Poor Formation,Generic design concept,generic design concept,1
WG-0988,Huzzah!,"System-specific label, generic concept",game-specific label,1
WG-0989,Voltigeur Marker,"System-specific label, generic concept",game-specific label,1
