term_id,alias
WG-0641,vehicle movement action
WG-0641,move action
WG-0642,crew skill test
WG-0642,crew check
WG-0643,scoot action
WG-0643,short reposition
WG-0644,Stamina
WG-0644,stamina value
WG-0645,shaken unit
WG-0645,shaken state
WG-0646,break test
WG-0646,combat break
WG-0647,morale saving throw
WG-0647,armour/morale save
WG-0648,recoil
WG-0648,fall back in combat
WG-0649,recoil in good order
WG-0649,orderly withdrawal
WG-0650,disorder
WG-0650,disordered state
WG-0651,supporting unit
WG-0651,support
WG-0652,support attacks
WG-0652,support dice
WG-0653,Clash
WG-0653,initial-combat attacks
WG-0654,Sustained
WG-0654,ongoing-combat attacks
WG-0655,follow-up move
WG-0655,pursue
WG-0656,open-order formation
WG-0656,dispersed order
WG-0657,pike formation
WG-0657,pike block
WG-0658,broken division
WG-0658,formation break
WG-0659,Res
WG-0659,resistance stat
WG-0660,SV
WG-0660,strike
WG-0661,recover
WG-0661,recovery check
WG-0662,missile exchange
WG-0662,pre-melee missiles
WG-0663,berserker
WG-0663,berserk state
WG-0664,blunder
WG-0664,clumsy
WG-0665,duel challenge
WG-0665,champion challenge
WG-0666,choke
WG-0666,no-cover effect
WG-0667,Command
WG-0667,command characteristic
WG-0668,dreaded
WG-0668,dread aura
WG-0669,discipline
WG-0669,disciplined troops
WG-0670,ferocious charge
WG-0670,charge strength bonus
WG-0671,frenzied charge
WG-0671,extra attack charge
WG-0672,follow order
WG-0672,chained activation
WG-0673,MoD
WG-0673,multiple order dice
WG-0674,Overhead
WG-0674,lobbed shot
WG-0675,Pavisse
WG-0675,large shield
WG-0676,rapid sprint
WG-0676,4M sprint
WG-0677,shield wall
WG-0677,shield-wall formation
WG-0678,stampeding
WG-0678,uncontrolled charge
WG-0679,stubborn troops
WG-0680,terrifying
WG-0680,terror aura
WG-0681,Unstoppable
WG-0681,unstoppable projectile
WG-0682,venom
WG-0682,poisonous attack
WG-0683,zeal
WG-0683,fanatic
WG-0684,woodland fighter
WG-0684,forest adept
WG-0685,undead commander
WG-0685,zombie controller
WG-0686,Caster(X)
WG-0686,spellcaster
WG-0687,Fear(X)
WG-0687,fear value
WG-0688,fearless
WG-0688,immune to fear
WG-0689,fury charge
WG-0689,furious assault
WG-0690,lance weapon
WG-0690,charging lance
WG-0691,relentless fire
WG-0691,sustained shooter
WG-0692,entrenched unit
WG-0692,dug-in state
WG-0693,aim
WG-0693,aim marker
WG-0694,dodge
WG-0694,dodge marker
WG-0695,standby
WG-0695,reaction token
WG-0696,suppression
WG-0696,suppression marker
WG-0697,vehicle damage
WG-0697,damage token
WG-0698,recover
WG-0698,ready action
WG-0699,face-up order
WG-0699,issued order
WG-0700,attack surge conversion
WG-0701,surge to hit
WG-0701,offensive surge
WG-0702,Lethal
WG-0702,lethal rating
WG-0703,Precise
WG-0703,precise rating
WG-0704,coordinate order
WG-0704,pass order
WG-0705,retinue keyword
WG-0705,bodyguard link
WG-0706,Target
WG-0706,target rating
WG-0707,Demoralize
WG-0707,demoralise
WG-0708,compel keyword
WG-0709,Ram
WG-0709,impact rating
WG-0710,command card
WG-0710,order card
WG-0711,operative unit
WG-0711,specialist character
WG-0712,commander unit
WG-0712,command model
WG-0713,wound point
WG-0713,wound marker
WG-0714,exhausted card
WG-0714,spent upgrade
WG-0715,US
WG-0715,scoring strength
WG-0716,steady state
WG-0717,nerve check
WG-0718,wavering threshold
WG-0719,routing threshold
WG-0720,devastated state
WG-0721,countercharge
WG-0721,return charge
WG-0722,side step
WG-0722,lateral move
WG-0723,back
WG-0723,reverse order
WG-0724,ensnaring defence
WG-0725,shamble
WG-0725,shambling movement
WG-0726,reform
WG-0726,change face
WG-0727,weight category
WG-0728,combat element
WG-0728,formation element
WG-0729,base target number
WG-0730,armor/structure
WG-0731,Spc. Ability
WG-0731,special rule code
WG-0732,short damage
WG-0732,Sht damage
WG-0733,medium damage
WG-0733,Med damage
WG-0734,long damage
WG-0734,Lng damage
WG-0735,ENE
WG-0735,energy weapon
WG-0736,Cellular Ammunition Storage Equipment
WG-0737,pooled orders
WG-0737,activation pool
WG-0738,regular activation order
WG-0739,irregular activation order
WG-0740,lieutenant order
WG-0740,LT order
WG-0741,order group
WG-0741,activation group
WG-0742,reacting player
WG-0742,non-active player
WG-0743,Automatic Reaction Order
WG-0743,reaction order
WG-0744,order sequence
WG-0744,activation sequence
WG-0745,FtF roll
WG-0745,opposed roll
WG-0746,unopposed roll
WG-0747,success threshold
WG-0747,target value
WG-0748,public information
WG-0749,hidden information
WG-0749,secret information
WG-0750,public army list
WG-0750,disclosure list
WG-0751,command loss
WG-0751,leader loss state
WG-0752,retreat state
WG-0752,force break state
WG-0753,inactive state
WG-0753,non-functional state
WG-0754,camouflage marker state
WG-0754,camo state
WG-0755,hidden setup
WG-0755,secret deployment
WG-0756,spot
WG-0756,reveal action
WG-0757,systems reset
WG-0757,defensive reset
WG-0758,hacking zone
WG-0758,network attack area
WG-0759,network repeater
WG-0759,hacking relay
WG-0760,deployable network relay
WG-0761,target lock
WG-0761,designated state
WG-0762,isolated
WG-0762,comms isolation
WG-0763,suppression stance
WG-0763,suppressive state
WG-0764,blind attack
WG-0764,intuitive fire
WG-0765,cautious move
WG-0765,careful move
WG-0766,FO
WG-0766,target designator
WG-0767,coordinated activation
WG-0768,command point token
WG-0768,command resource
WG-0769,min speed
WG-0769,compulsory speed
WG-0770,max speed
WG-0770,speed limit
WG-0771,side-thrust
WG-0771,lateral thrusters
WG-0772,slow state
WG-0772,speed-reduced state
WG-0773,generator token
WG-0773,system effect token
WG-0774,action die
WG-0774,action pool
WG-0775,standard success
WG-0775,standard hit
WG-0776,heavy success
WG-0776,heavy hit
WG-0777,exploding success
WG-0777,exploding hit
WG-0778,disorder level
WG-0778,disorder marker
WG-0779,damage-control roll
WG-0779,repair test
WG-0780,reserve arrival roll
WG-0781,broadside attack roll
WG-0782,critical effect
WG-0782,critical damage state
WG-0783,anti-ship weapon
WG-0784,anti-squadron weapon
WG-0784,point defence role
WG-0785,boarding torpedo
WG-0785,assault pod
WG-0786,boarding token
WG-0786,boarding party marker
WG-0787,ship-killer role
WG-0788,split fire
WG-0788,twin target fire
WG-0789,rogue
WG-0789,off-phase squadron
WG-0790,sensor range
WG-0790,scan value
WG-0791,signature value
WG-0791,sensor signature
WG-0792,minor signature spike
WG-0792,spike
WG-0793,major signature spike
WG-0794,silent running order
WG-0794,emissions control
WG-0795,active sensor sweep
WG-0795,active scan order
WG-0796,weapons-free order
WG-0797,hold station
WG-0797,station-keeping order
WG-0798,course-change order
WG-0799,maximum thrust
WG-0799,flank thrust
WG-0800,orbit layer
WG-0800,altitude layer
WG-0801,close-action weapon
WG-0802,PD
WG-0802,point-defense
WG-0803,launch asset
WG-0803,fighter/bomber asset
WG-0804,TQ
WG-0804,quality die
WG-0805,confidence
WG-0805,confidence rating
WG-0806,supply
WG-0806,supply rating
WG-0807,reaction check
WG-0807,opposed reaction
WG-0808,initiative die
WG-0808,initiative rating
WG-0809,scouting phase
WG-0810,patrol point
WG-0810,scouting marker
WG-0811,JOP
WG-0811,jump off point
WG-0812,command die
WG-0812,activation dice
WG-0813,CoC point
WG-0813,command point track
WG-0814,support allowance
WG-0815,force morale track
WG-0815,FM
WG-0816,suppression fire
WG-0816,suppressive fire
WG-0817,stunned leader marker
WG-0818,replenishment point
WG-0818,replen point
WG-0819,aide-de-camp resource
WG-0819,ADC die
WG-0820,ADC
WG-0820,staff officer
WG-0821,ADC tasking
WG-0821,staff task
WG-0822,hesitant brigade
WG-0822,hesitation
WG-0823,assault fire tasking
WG-0823,bombardment tasking
WG-0824,skirmisher reinforcement
WG-0824,skirmish tasking
WG-0825,battalion unit
WG-0826,brigade command
WG-0826,brigade formation
WG-0827,fatigue
WG-0827,fatigue marker
WG-0828,reload
WG-0828,reload point
WG-0829,resolve check
WG-0830,strike marker
WG-0830,force strike point
WG-0831,force break test
WG-0831,strike check
WG-0832,full discharge
WG-0832,full volley fire
WG-0833,partial volley
WG-0833,half discharge
WG-0834,push
WG-0834,pushed action
WG-0835,activation cards
WG-0835,initiative deck
WG-0855,variable bound
WG-0855,endless bound
WG-0856,reaction fire
WG-0856,interrupt fire
WG-0857,FGL
WG-0857,fire-group leader
WG-0858,group leader
WG-0858,movement group leader
WG-0859,feature-to-feature movement
WG-0859,rulerless movement
WG-0860,initiative pass
WG-0860,change of initiative
WG-0861,ship command
WG-0861,bridge order
WG-0862,flag order
WG-0862,formation command
WG-0863,command rating
WG-0863,bridge rating
WG-0864,flag rating
WG-0864,admiral command rating
WG-0865,crew quality
WG-0865,crew proficiency
WG-0866,DC rating
WG-0866,damage-control capability
WG-0867,visibility condition code
WG-0868,visibility of signals
WG-0868,signalling range
WG-0869,reduction of operations
WG-0869,weather degradation
WG-0870,radar detection range
WG-0870,radar visibility range
WG-0871,detection probability
WG-0871,spotting probability
WG-0872,illumination for gunfire
WG-0872,searchlight acquisition
WG-0873,turn speed loss
WG-0873,manoeuvre speed loss
WG-0874,movement impulse
WG-0874,impulse segment
WG-0875,FCS
WG-0875,fire-control classification
WG-0876,ammo load
WG-0876,ammunition mix
WG-0877,sea state
WG-0877,Beaufort sea state
WG-0878,Pin
WG-0879,LMG
WG-0880,MMG
WG-0881,HMG
WG-0882,SMG
WG-0883,Det
WG-0884,Enh
WG-0885,Rifle
WG-0886,AR
WG-0887,AssRif
WG-0888,LMort
WG-0889,MMort
WG-0890,HMort
WG-0891,ATR
WG-0892,PF
WG-0893,Baz
WG-0894,PIAT
WG-0895,Flame
WG-0896,Sniper
WG-0897,Aircraft
WG-0898,Intercept
WG-0899,How
WG-0900,FG
WG-0901,AAG
WG-0902,DP
WG-0903,Inc
WG-0904,SF
WG-0905,Ons
WG-0906,MT
WG-0907,BSTF
WG-0908,UL
WG-0909,BD
WG-1098,known submarine
WG-1098,detected sub
WG-1099,hidden submarine
WG-1099,unlocated sub
WG-1100,radar search
WG-1100,radar contact
WG-0910,sonar search
WG-0910,acoustic detection
WG-0911,visual search
WG-0911,sighting
WG-0912,AD rating
WG-0912,area air defence
WG-0913,PD rating
WG-0913,close air defence
WG-0914,ACR
WG-0914,air combat rating
WG-0915,local range
WG-0915,dogfight band
WG-0916,area range
WG-0916,medium air-combat band
WG-0917,long-range ACR
WG-0917,long-range intercept
WG-0918,CAP
WG-0919,defence rating
WG-0919,manoeuvrability defence
WG-0920,electronic countermeasures aircraft
WG-0920,jammer aircraft
WG-0921,jettison bombs
WG-0921,drop stores
WG-0922,weapon release point
WG-0922,launch point
WG-0923,minimum turn distance
WG-0923,turn spacing
WG-0924,altitude ceiling
WG-0924,max altitude band
WG-0925,flight accident check
WG-0925,crash roll
WG-0926,aircraft disbursement
WG-0926,forced disengagement
WG-0927,maritime patrol aircraft
WG-0927,MPA
WG-0928,ESM
WG-0928,ES
WG-0929,RCS
WG-0929,radar signature
WG-0930,maximum unambiguous range
WG-0930,Rmax
WG-0931,ECM
WG-0931,jamming
WG-0932,datalink
WG-0932,tactical data link
WG-0933,non-acoustic sensor
WG-0933,alternative ASW sensor
WG-0934,UV
WG-0934,unmanned platform
WG-0935,tracking quality
WG-0936,target quality
WG-0936,targeting solution quality
WG-0937,AOU
WG-0937,uncertainty area
WG-0938,FCS
WG-0938,firing solution
WG-0939,BOL
WG-0939,bearing-only attack
WG-0940,cross bearing
WG-0940,triangulated fix
WG-0941,TDL
WG-0941,tactical datalink
WG-0942,NRT TDL
WG-0942,near-real-time link
WG-0943,RT TDL
WG-0943,real-time link
WG-0944,weapon guidance link
WG-0944,command guidance link
WG-0945,active sensing
WG-0945,emitting sensor
WG-0946,passive sensing
WG-0946,non-emitting sensor
WG-0947,no attack solution
WG-0947,insufficient solution
WG-0948,poor-quality solution
WG-0949,contact sharing
WG-0949,shared contact information
WG-0950,honour
WG-0951,dishonour
WG-0951,shame card
WG-0952,secret quest
WG-0952,quest
WG-0953,trait
WG-0954,skill
WG-0955,character token
WG-0956,follower token
WG-0957,fate
WG-0958,blood
WG-0958,wound counter
WG-0959,cautious
WG-0959,reload/cautious token
WG-0960,clan marker
WG-0961,supply shortage
WG-0961,low-supply state
WG-0962,isolated unit
WG-0962,cut off
WG-0963,Ops phase
WG-0964,strategic road move
WG-0965,tactical move
WG-0966,tipped unit
WG-0966,spent orientation
WG-0967,ready
WG-0967,restore orientation
WG-0968,contested area
WG-0968,contested grid space
WG-0969,combat matrix
WG-0969,result grid
WG-0970,column shift
WG-0970,grid shift
WG-0971,armour shock
WG-0972,engineer task
WG-0972,engineering project
WG-0973,fuel shortage
WG-0973,low-fuel state
WG-0974,crossing boat
WG-0974,assault boat marker
WG-0975,supply point
WG-0975,logistics source
WG-0976,command skill
WG-0976,commander quality
WG-0977,evade
WG-0977,combat evasion
WG-0978,MO
WG-0978,momentum points
WG-0979,interruption
WG-0980,general intervention
WG-0981,army-wide order
WG-0982,formation order
WG-0982,local order
WG-0983,order complication
WG-0983,movement complication
WG-0984,skirmishing advantage
WG-0985,regulating element
WG-0985,formation anchor
WG-0986,strong defensive position
WG-0987,bad formation
WG-0987,vulnerable formation
WG-0988,huzzah marker
WG-0989,voltigeur
WG-0989,skirmisher pressure marker
WG-0990,movement-order dice
WG-0990,MO dice
WG-0991,current movement orders
WG-0991,MO pool
WG-0992,army break level
WG-0992,force morale
WG-0993,concealed formation
WG-0993,hidden identity unit
WG-0994,reconnaissance phase
WG-0994,discovery phase
WG-0995,simple movement
WG-0996,complex movement
WG-0997,strategic reserve move
WG-0998,prepared infantry
WG-0998,prepared state
WG-0999,ammunition box
WG-0999,ammo track
WG-1000,unit elan
WG-1001,shatter point
WG-1001,army break threshold
WG-1002,deck reshuffle
WG-1002,action-card reshuffle
WG-1003,card morale value
WG-1004,red-banner card
WG-1004,interrupt card
WG-1005,BW
WG-1005,base-width
WG-1006,temporary command
WG-1006,provisional commander
WG-1007,OOC
WG-1007,out-of-command
WG-1008,manoeuvre check
WG-1008,maneuver test
WG-1009,manoeuvre effect
WG-1009,movement effect
WG-1010,rally with elan
WG-1011,tardy manoeuvre
WG-1011,tardy result
WG-1012,well-handled manoeuvre
WG-1013,full move in disorder
WG-1014,ordered
WG-1014,in good order
WG-1015,panic result
WG-1015,rout/panic
WG-1016,change facing by wheel
WG-1016,front change
WG-1017,refused flank
WG-1017,refuse flank
WG-1018,pass through friendly line
WG-1019,artillery prolong
WG-1019,prolong gun
WG-1020,manhandle
WG-1020,hand-haul gun
WG-1021,silenced gun
WG-1021,suppressed battery
WG-1022,pass-through fire
WG-1022,opportunity fire on movement
WG-1023,galling fire effect
WG-1024,telling fire effect
WG-1025,withering fire effect
WG-1026,effectiveness level
WG-1026,unit effectiveness state
WG-1027,fresh unit
WG-1028,worn unit
WG-1029,spent unit
WG-1030,high morale
WG-1030,spirited morale
WG-1031,low morale
WG-1031,unreliable morale
WG-1032,very low morale
WG-1032,dispirited morale
WG-1033,breakthrough
WG-1033,follow-on charge
WG-1034,charge support
WG-1034,supporting unit
WG-1035,charge with cold steel
WG-1035,bayonet charge
WG-1036,enfilade target
WG-1036,enfiladed gun
WG-1037,mission
WG-1037,sortie profile
WG-1038,air-target profile
WG-1039,soft-target profile
WG-1040,hard-target profile
WG-1041,altitude level
WG-1041,altitude band
WG-1042,high altitude
WG-1042,off-table altitude
WG-1043,combat altitude
WG-1043,dogfight altitude
WG-1044,low altitude
WG-1044,terrain-level flight
WG-1045,dangerous manoeuvre test
WG-1045,flight hazard test
WG-1046,special manoeuvre
WG-1046,aerobatic manoeuvre
WG-1047,180-degree turn
WG-1047,hard reversal
WG-1048,loop
WG-1048,reversal loop
WG-1049,dive-bomb manoeuvre
WG-1050,evasive manoeuvres
WG-1050,defensive flying
WG-1051,minimum movement
WG-1051,compulsory minimum speed
WG-1052,maximum movement
WG-1052,maximum speed distance
WG-1053,ground target asset
WG-1054,entry AA
WG-1054,board-edge AA fire
WG-1055,neutral edge
WG-1056,hostile edge
WG-1056,enemy table edge
WG-1057,passive defence save
WG-1057,passive protection
WG-1058,critical hit damage
WG-1058,critical
WG-1059,ace upgrade
WG-1059,pilot ace
WG-1060,close-call upgrade
WG-1060,emergency reroll
WG-1061,noise level
WG-1061,noise meter
WG-1062,threat
WG-1062,threat meter
WG-1063,fauna
WG-1063,NPC fauna
WG-1064,round bid
WG-1064,initiative-point bid
WG-1065,initiative points
WG-1065,bidding pool
WG-1066,bid zero
WG-1066,no-bid activation
WG-1067,mishap
WG-1067,fire-support mishap
WG-1068,gas zone
WG-1068,chemical barrage
WG-1069,wire-hung
WG-1069,caught on wire
WG-1070,Hung on Wire Test
WG-1070,barbed-wire test
WG-1071,free rally
WG-1071,zero-action rally
WG-1072,temporary status
WG-1072,action status
WG-1073,dedicated action
WG-1074,remaining ship movement
WG-1074,residual move
WG-1075,sail setting
WG-1075,sail-state change
WG-1076,advance manoeuvre
WG-1076,ship manoeuvre
WG-1077,hull critical
WG-1077,hull damage table
WG-1078,rigging critical
WG-1078,rigging damage table
WG-1079,ships fouled
WG-1079,fouling
WG-1080,round shot
WG-1080,solid shot
WG-1081,chain shot
WG-1081,anti-rigging shot
WG-1082,column of attack
WG-1082,assault column
WG-1083,loose order
WG-1083,loose formation
WG-1084,skirmish order
WG-1084,skirmish formation
WG-1085,spell point
WG-1085,magic token
WG-1086,spell-token donation
WG-1086,casting support
WG-1087,command-group upgrade
WG-1088,sergeant
WG-1088,unit sergeant
WG-1089,musician
WG-1089,unit musician
WG-1090,banner
WG-1090,standard bearer
WG-1091,Fear(X)
WG-1091,fear bonus
WG-1092,attached hero
WG-1092,joined hero
WG-1093,Limited
WG-1093,one-use weapon
WG-1094,regeneration
WG-1094,wound-negation roll
WG-1095,Transport(X)
WG-1095,transport spaces
WG-1096,transport space
WG-1096,capacity slot
WG-1097,hazardous terrain test
WG-1101,p
WG-1101,a
WG-1101,r
WG-1101,m
WG-1101,e
WG-1101,t
WG-1101,i
WG-1101,s
WG-1101,d
WG-1101,u
WG-1101,l
WG-1101,c
WG-1101,h
WG-1101,o
WG-1102,e
WG-1102,f
WG-1102,c
WG-1102,t
WG-1102,s
WG-1102,a
WG-1102,k
WG-1102,i
WG-1102,n
WG-1102,g
WG-1102,r
WG-1102,u
WG-1102,l
WG-1103,c
WG-1103,o
WG-1103,n
WG-1103,t
WG-1103,a
WG-1103,m
WG-1103,i
WG-1103,e
WG-1103,u
WG-1103,s
WG-1104,d
WG-1104,e
WG-1104,p
WG-1104,l
WG-1104,o
WG-1104,y
WG-1104,m
WG-1104,n
WG-1104,t
WG-1104,i
WG-1104,a
WG-1104,r
WG-1105,r
WG-1105,a
WG-1105,m
WG-1105,d
WG-1105,i
WG-1105,l
WG-1105,b
WG-1105,e
WG-1105,c
WG-1105,h
WG-1105,n
WG-1105,g
WG-1106,a
WG-1106,i
WG-1106,r
WG-1106,b
WG-1106,o
WG-1106,n
WG-1106,e
WG-1106,s
WG-1106,t
WG-1106,p
WG-1106,c
WG-1106,l
WG-1106,d
WG-1106,y
WG-1106,m
WG-1107,r
WG-1107,e
WG-1107,d
WG-1107,p
WG-1107,l
WG-1107,o
WG-1107,y
WG-1107,m
WG-1107,n
WG-1107,t
WG-1107,f
WG-1107,i
WG-1108,a
WG-1108,i
WG-1108,r
WG-1108,w
WG-1108,n
WG-1108,g
WG-1108,f
WG-1108,c
WG-1108,l
WG-1108,t
WG-1108,y
WG-1108,e
WG-1108,d
WG-1108,k
WG-1109,w
WG-1109,r
WG-1109,e
WG-1109,c
WG-1109,k
WG-1109,p
WG-1109,l
WG-1109,a
WG-1109,m
WG-1109,n
WG-1109,t
WG-1109,d
WG-1109,b
WG-1109,i
WG-1109,s
WG-1110,l
WG-1110,a
WG-1110,n
WG-1110,d
WG-1110,i
WG-1110,g
WG-1110,o
WG-1110,p
WG-1110,e
WG-1110,r
WG-1110,t
WG-1110,s
WG-1110,u
WG-1111,i
WG-1111,n
WG-1111,t
WG-1111,e
WG-1111,r
WG-1111,c
WG-1111,p
WG-1111,o
WG-1111,v
WG-1111,d
WG-1111,f
WG-1111,s
WG-1111,a
WG-1111,l
WG-1112,c
WG-1112,a
WG-1112,r
WG-1112,i
WG-1112,e
WG-1112,d
WG-1112,p
WG-1112,l
WG-1112,o
WG-1112,y
WG-1112,m
WG-1112,n
WG-1112,t
WG-1112,s
WG-1112,v
WG-1113,o
WG-1113,b
WG-1113,j
WG-1113,e
WG-1113,c
WG-1113,t
WG-1113,i
WG-1113,v
WG-1113,s
WG-1113,u
WG-1113,p
WG-1113,r
WG-1113,l
WG-1113,a
WG-1113,n
WG-1113,d
WG-1113,g
WG-1113,-
WG-1113,y
WG-1113,f
WG-1113,m
WG-1114,m
WG-1114,i
WG-1114,n
WG-1114,e
WG-1114,l
WG-1114,a
WG-1114,y
WG-1114,r
WG-1114,d
WG-1114,p
WG-1114,o
WG-1114,t
WG-1115,p
WG-1115,a
WG-1115,r
WG-1115,e
WG-1115,n
WG-1115,t
WG-1115,c
WG-1115,i
WG-1115,d
WG-1115,l
WG-1115,o
WG-1115,y
WG-1115,m
WG-1115,h
WG-1115,u
WG-1115,b
WG-1116,s
WG-1116,t
WG-1116,r
WG-1116,a
WG-1116,f
WG-1116,i
WG-1116,n
WG-1116,g
WG-1116,p
WG-1116,l
WG-1116,y
WG-1116,-
WG-1116,b
WG-1116,c
WG-1116,k
WG-1117,s
WG-1117,u
WG-1117,p
WG-1117,l
WG-1117,y
WG-1117,m
WG-1117,i
WG-1117,o
WG-1117,n
WG-1117,r
WG-1117,e
WG-1117,h
WG-1117,t
WG-1118,r
WG-1118,e
WG-1118,s
WG-1118,u
WG-1118,p
WG-1118,l
WG-1118,y
WG-1118,n
WG-1118,i
WG-1118,h
WG-1119,a
WG-1119,m
WG-1119,u
WG-1119,n
WG-1119,i
WG-1119,t
WG-1119,o
WG-1119,s
WG-1119,c
WG-1119,k
WG-1119,p
WG-1119,l
WG-1119,e
WG-1119,y
WG-1119,h
WG-1120,a
WG-1120,m
WG-1120,u
WG-1120,n
WG-1120,i
WG-1120,t
WG-1120,o
WG-1120,r
WG-1120,s
WG-1120,f
WG-1120,e
WG-1121,a
WG-1121,u
WG-1121,t
WG-1121,o
WG-1121,m
WG-1121,i
WG-1121,c
WG-1121,r
WG-1121,e
WG-1121,s
WG-1121,v
WG-1121,l
WG-1121,p
WG-1122,m
WG-1122,u
WG-1122,t
WG-1122,a
WG-1122,l
WG-1122,d
WG-1122,e
WG-1122,f
WG-1122,n
WG-1122,c
WG-1122,p
WG-1122,o
WG-1123,e
WG-1123,s
WG-1123,c
WG-1123,o
WG-1123,r
WG-1123,t
WG-1123,d
WG-1123,p
WG-1123,l
WG-1123,y
WG-1123,m
WG-1123,n
WG-1123,u
WG-1123,a
WG-1123,f
WG-1123,b
WG-1124,f
WG-1124,i
WG-1124,x
WG-1124,e
WG-1124,d
WG-1124,-
WG-1124,l
WG-1124,n
WG-1124,g
WG-1124,t
WG-1124,h
WG-1124,c
WG-1124,a
WG-1124,m
WG-1124,p
WG-1124,s
WG-1124,o
WG-1125,V
WG-1125,P
WG-1125,-
WG-1125,t
WG-1125,h
WG-1125,r
WG-1125,e
WG-1125,s
WG-1125,o
WG-1125,l
WG-1125,d
WG-1125,c
WG-1125,a
WG-1125,m
WG-1125,i
WG-1125,g
WG-1125,n
WG-1126,c
WG-1126,a
WG-1126,l
WG-1126,e
WG-1126,n
WG-1126,d
WG-1126,r
WG-1126,m
WG-1126,p
WG-1126,i
WG-1126,g
WG-1126,t
WG-1127,o
WG-1127,p
WG-1127,e
WG-1127,n
WG-1127,c
WG-1127,a
WG-1127,m
WG-1127,i
WG-1127,g
WG-1128,p
WG-1128,a
WG-1128,r
WG-1128,l
WG-1128,e
WG-1128,c
WG-1128,m
WG-1128,i
WG-1128,g
WG-1128,n
WG-1128,y
WG-1129,m
WG-1129,i
WG-1129,d
WG-1129,-
WG-1129,c
WG-1129,a
WG-1129,p
WG-1129,g
WG-1129,n
WG-1129,e
WG-1129,t
WG-1129,r
WG-1130,u
WG-1130,n
WG-1130,d
WG-1130,e
WG-1130,r
WG-1130,o
WG-1130,g
WG-1130,s
WG-1130,c
WG-1130,a
WG-1130,t
WG-1130,h
WG-1130,-
WG-1130,p
WG-1130,i
WG-1131,n
WG-1131,o
WG-1131,-
WG-1131,l
WG-1131,e
WG-1131,t
WG-1131,h
WG-1131,a
WG-1131,c
WG-1131,m
WG-1131,p
WG-1131,i
WG-1131,g
WG-1131,d
WG-1131,r
WG-1131,y
WG-1131,s
WG-1131,u
WG-1132,s
WG-1132,k
WG-1132,i
WG-1132,l
WG-1132,t
WG-1132,r
WG-1132,e
WG-1132,a
WG-1132,d
WG-1132,v
WG-1132,n
WG-1132,c
WG-1132,m
WG-1133,r
WG-1133,e
WG-1133,t
WG-1133,i
WG-1133,u
WG-1133,n
WG-1133,d
WG-1133,s
WG-1133,m
WG-1134,c
WG-1134,o
WG-1134,h
WG-1134,e
WG-1134,s
WG-1134,i
WG-1134,n
WG-1134,t
WG-1134,r
WG-1134,v
WG-1134,a
WG-1134,l
WG-1134,b
WG-1134,p
WG-1134,g
WG-1135,f
WG-1135,o
WG-1135,r
WG-1135,m
WG-1135,a
WG-1135,t
WG-1135,i
WG-1135,n
WG-1135,p
WG-1136,i
WG-1136,s
WG-1136,o
WG-1136,l
WG-1136,a
WG-1136,t
WG-1136,e
WG-1136,d
WG-1136,m
WG-1136,n
WG-1136,p
WG-1136,r
WG-1136,b
WG-1137,s
WG-1137,u
WG-1137,p
WG-1137,o
WG-1137,r
WG-1137,t
WG-1137,a
WG-1137,d
WG-1137,i
WG-1137,m
WG-1137,l
WG-1137,-
WG-1137,n
WG-1137,c
WG-1137,e
WG-1138,H
WG-1138,Q
WG-1138,d
WG-1138,a
WG-1138,m
WG-1138,g
WG-1138,e
WG-1138,c
WG-1138,o
WG-1138,n
WG-1138,r
WG-1138,t
WG-1138,i
WG-1139,m
WG-1139,i
WG-1139,s
WG-1139,o
WG-1139,n
WG-1139,c
WG-1139,a
WG-1139,d
WG-1139,f
WG-1139,l
WG-1139,e
WG-1139,x
WG-1139,b
WG-1139,t
WG-1139,r
WG-1140,r
WG-1140,i
WG-1140,g
WG-1140,d
WG-1140,o
WG-1140,c
WG-1140,t
WG-1140,n
WG-1140,e
WG-1140,a
WG-1140,l
WG-1140,s
WG-1140,m
WG-1141,s
WG-1141,t
WG-1141,a
WG-1141,i
WG-1141,o
WG-1141,n
WG-1141,r
WG-1141,y
WG-1141,h
WG-1141,e
WG-1141,l
WG-1141,d
WG-1142,s
WG-1142,p
WG-1142,e
WG-1142,c
WG-1142,i
WG-1142,a
WG-1142,l
WG-1142,m
WG-1142,u
WG-1142,n
WG-1142,t
WG-1142,o
WG-1142,d
WG-1143,o
WG-1143,p
WG-1143,r
WG-1143,t
WG-1143,u
WG-1143,n
WG-1143,i
WG-1143,y
WG-1143,f
WG-1143,e
WG-1143,m
WG-1143,v
WG-1143,a
WG-1143,c
WG-1144,b
WG-1144,a
WG-1144,t
WG-1144,l
WG-1144,e
WG-1144,u
WG-1144,o
WG-1144,p
WG-1144,r
WG-1144,i
WG-1144,n
WG-1144,s
WG-1145,f
WG-1145,i
WG-1145,r
WG-1145,e
WG-1145,-
WG-1145,m
WG-1145,s
WG-1145,o
WG-1145,n
WG-1145,q
WG-1145,u
WG-1145,a
WG-1145,t
WG-1145,l
WG-1145,y
WG-1146,h
WG-1146,a
WG-1146,n
WG-1146,d
WG-1146,u
WG-1146,l
WG-1146,c
WG-1146,r
WG-1146,e
WG-1146,w
WG-1146,m
WG-1146,o
WG-1146,v
WG-1146,t
WG-1147,e
WG-1147,n
WG-1147,g
WG-1147,i
WG-1147,r
WG-1147,t
WG-1147,a
WG-1147,s
